TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,LATITUDE,LONGITUDE,SUBWAY_STATION,DISTANCE,KINDERGARTEN,SCHOOL,COLLEGE,CAFE,BAR,PARKING,SUPERMARKET,ZIP_CODE
Pending,769000.0,3,4,2184.207862,New York,Richmond County,Staten Island,Lake Avenue,40.6291962,-74.1518654,Grove Street (PATH),13617.138989984584,2.0,1.0,0.0,3.0,1.0,0.0,5.0,10303
House,675000.0,3,2,2400.0,New York,Kings County,Brooklyn,Mill Avenue,40.610206,-73.91065,Bay Parkway & 66 Street,6052.446211716897,0.0,1.0,0.0,2.0,0.0,2.0,3.0,11234
House,918888.0,3,2,2184.207862,New York,Queens County,Queens,88th Street,40.760703,-73.880887,Elmhurst Avenue,2091.3086645423564,1.0,4.0,0.0,19.0,20.0,2.0,28.0,11369
Townhouse,2400000.0,4,2,1892.0,New York,Kings County,Brooklyn,9th Street,40.6674938,-73.9832146,"7th Avenue (F,G)",400.99912788098015,57.0,23.0,0.0,154.0,70.0,1.0,46.0,11215
Multi-family home,425000.0,5,2,2184.207862,New York,Bronx County,The Bronx,Coster Street,40.8159966,-73.8881001,Southern Boulevard (exit only),592.9909618824308,2.0,43.0,0.0,1.0,1.0,4.0,4.0,10474
House,1195000.0,4,4,2688.0,New York,Richmond County,Staten Island,Hart Boulevard,40.6296431,-74.1005274,Bay Parkway & 66 Street,10191.840638951771,2.0,4.0,0.0,4.0,1.0,1.0,1.0,10301
House,1649000.0,3,2,2052.0,New York,Kings County,Brooklyn,84th Street,40.6164182,-74.0142443,Bay Parkway & 66 Street,2748.6306962628523,6.0,3.0,0.0,37.0,6.0,1.0,25.0,11228
Multi-family home,949000.0,6,3,2184.207862,New York,Queens County,Queens,141st Street,40.677393,-73.800094,Tracks 11 & 12,2534.692103687148,0.0,2.0,0.0,0.0,2.0,0.0,7.0,11436
House,880000.0,3,2,1743.0,New York,Queens County,Queens,33rd Avenue,40.7668312,-73.7911175,Platform B,989.7126220838464,0.0,5.0,0.0,8.0,3.0,0.0,2.0,11358
Contingent,899999.0,3,2,1784.0,New York,Richmond County,Staten Island,Prescott Avenue,40.5788586,-74.11209,Bay Parkway & 66 Street,11640.006459638918,1.0,2.0,0.0,9.0,0.0,0.0,3.0,10306
Condo,198000.0,1,1,750.0,Queens County,Queens,Kew Gardens,11818,40.7127599,-73.83433,Union Turnpike / Kew Gardens,377.8438469184513,4.0,12.0,1.0,18.0,6.0,37.0,14.0,11415
House,549000.0,5,3,496.0,New York,Bronx County,The Bronx,Wickham Avenue,40.8679701,-73.836565,Baychester Avenue & Tillotson Avenue (Exit only),1268.8166004958046,0.0,5.0,0.0,2.0,1.0,0.0,5.0,10469
House,1088888.0,3,4,1320.0,New York,Kings County,Brooklyn,West 2nd Street,40.6090909,-73.9762651,Bay Parkway & 66 Street,655.7287347616134,0.0,25.0,1.0,22.0,0.0,3.0,18.0,11204
House,888000.0,4,2,2686.0,New York,Bronx County,The Bronx,Giegerich Place,40.8130775,-73.8063357,Castle Hill Avenue NE Corner,4483.117196968673,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10465
House,1449999.0,3,2,2184.207862,New York,Queens County,Queens,47th Street,40.7697773,-73.9014478,Platform A,2602.4594592960707,0.0,6.0,0.0,61.0,49.0,1.0,23.0,11105
Townhouse,727000.0,5,5,2184.207862,New York,New York County,New York,West 70th Street,40.7758194,-73.9785263,6th Avenue & 57th Street at Southwest Corner,1290.401355036492,5.0,49.0,3.0,199.0,83.0,36.0,40.0,10023
Townhouse,1970000.0,4,4,2508.0,New York,Kings County,Brooklyn,Duffield Street,40.6965326,-73.9839654,Clinton-Washington,1676.713760307379,35.0,31.0,1.0,150.0,75.0,2.0,54.0,11201
Co-op,1895000.0,2,2,2184.207862,Kings County,Brooklyn,Park Slope,905,40.673976,-73.973535,Eastern Parkway - Brooklyn Museum,817.3149084077304,58.0,36.0,0.0,200.0,113.0,5.0,66.0,11215
House,649999.0,3,2,1440.0,New York,Richmond County,Staten Island,Slater Boulevard,40.5803331,-74.0885167,Bay Parkway & 66 Street,9712.602430629157,0.0,1.0,0.0,3.0,0.0,0.0,3.0,10305
House,669000.0,3,2,864.0,New York,Richmond County,Staten Island,Holly Street,40.5993523,-74.0953882,Bay Parkway & 66 Street,9709.110014511763,0.0,1.0,0.0,3.0,0.0,1.0,6.0,10304
House,800000.0,3,2,825.0,New York,Kings County,Brooklyn,East 53rd Street,40.6222734,-73.924094,Bay Parkway & 66 Street,5013.287081990023,0.0,9.0,0.0,4.0,0.0,2.0,3.0,11234
Co-op,2375000.0,1,2,2184.207862,New York County,New York,Manhattan,10,40.7252187,-73.9929764,Bleecker Street & Mulberry Street at Southeast Corner,130.23441360228034,12.0,44.0,6.0,408.0,312.0,14.0,90.0,10012
House,390000.0,2,1,586.0,New York,Richmond County,Staten Island,Freeborn Street,40.574103,-74.0931668,Bay Parkway & 66 Street,10348.33725220892,1.0,1.0,0.0,8.0,0.0,0.0,2.0,10306
Condo,2250000.0,1,1,2184.207862,New York County,New York,Manhattan,302,40.737308,-74.0046666,Broadway & 23rd Street at Southeast Corner,1384.0203787617108,5.0,34.0,6.0,337.0,238.0,16.0,58.0,10014
Condo,725000.0,2,2,792.0,Kings County,Brooklyn,Bushwick,627,40.6898164,-73.9062474,Rockaway Avenue Station,1400.3256339874397,1.0,26.0,0.0,53.0,48.0,4.0,34.0,11207
Co-op,269000.0,1,1,2184.207862,Bronx County,The Bronx,Hudson Hill,4901,40.8968048,-73.9087471,Bedford park Blvd.,3222.0009637043104,0.0,9.0,0.0,5.0,2.0,9.0,5.0,10471
Co-op,695000.0,2,2,2184.207862,New York County,New York,Manhattan,575,40.7651716,-73.9678719,East 60th Street & Lexington Avenue at Northwest Corner,242.33341603729608,2.0,44.0,4.0,292.0,102.0,44.0,51.0,10065
House,1300000.0,3,2,2184.207862,New York,Bronx County,The Bronx,Newman Avenue,40.8109146,-73.853921,Castle Hill Avenue SW Corner,2581.568172375073,0.0,14.0,0.0,1.0,0.0,1.0,1.0,10473
Co-op,459000.0,3,2,1250.0,New York,Kings County,Brooklyn,2475,40.5866482,-73.9845156,Bay Parkway & 66 Street,2933.304968004647,2.0,3.0,0.0,18.0,6.0,3.0,10.0,11214
House,689999.0,3,2,1008.0,New York,Richmond County,Staten Island,College Avenue,40.621814,-74.1406264,Bay Parkway & 66 Street,13452.25034833346,2.0,2.0,0.0,3.0,1.0,0.0,6.0,10302
Co-op,425000.0,3,2,1405.0,New York,Queens County,Queens,Calloway Street,40.7381853,-73.8581248,67th Avenue,1299.0107143400712,2.0,4.0,0.0,20.0,7.0,19.0,30.0,11368
House,744000.0,5,4,1796.2831448000002,New York,New York County,New York,East 64th Street,40.764989,-73.9655331,63rd Street & 3rd Avenue at Northwest Corner,100.81924768961515,2.0,42.0,2.0,269.0,92.0,41.0,48.0,10065
Co-op,1525000.0,2,2,2184.207862,New York County,New York,Manhattan,67,40.784623,-73.9826586,Broadway & 86th St,641.5211554110346,10.0,31.0,1.0,100.0,38.0,26.0,26.0,10024
Multi-family home,1499000.0,6,6,3519.0,New York,Kings County,Brooklyn,Shore Parkway,40.583514,-73.9738903,Bay Parkway & 66 Street,3346.557729697122,2.0,5.0,0.0,20.0,8.0,4.0,11.0,11223
Co-op,358000.0,2,1,2184.207862,Queens County,Queens,Bayside,212- 79,40.7855174,-73.7797613,Platform A - Overpass,2552.537429091833,0.0,4.0,0.0,1.0,0.0,0.0,1.0,11360
Co-op,975000.0,3,1,2184.207862,New York County,New York,Manhattan,360,40.7455051,-74.0016003,Moynihan Train Hall,798.3046695044848,8.0,31.0,8.0,338.0,186.0,27.0,57.0,10011
Townhouse,980600.0,1,1,2211.5662896000003,New York,New York County,New York,East 35th Street,40.747472,-73.9796788,Grand Central 42nd Street entrance,559.1750891169685,11.0,32.0,7.0,396.0,177.0,50.0,71.0,10016
Co-op,498000.0,2,1,975.0,Kings County,Brooklyn,Bay Ridge,138,40.6351164,-74.0311609,Church Ave,4444.725449897815,8.0,5.0,0.0,51.0,9.0,1.0,22.0,11209
Co-op,385000.0,1,2,900.0,Queens County,Queens,Bayside,1805,40.7839299,-73.77643,Platform A - Overpass,2320.192476230205,0.0,4.0,0.0,1.0,0.0,1.0,1.0,11360
Multi-family home,999000.0,6,2,3144.0,New York,Bronx County,The Bronx,Van Nest Avenue,40.8451067,-73.8601577,Castle Hill Avenue NE Corner,1401.186202162084,0.0,24.0,0.0,5.0,2.0,0.0,13.0,10462
Co-op,399000.0,1,1,2184.207862,Queens County,Queens,Flushing,34-41,40.7531191,-73.8818757,Elmhurst Avenue,1249.069554802918,1.0,6.0,0.0,23.0,19.0,5.0,40.0,11372
Contingent,599000.0,4,4,2800.0,New York,Richmond County,Staten Island,Harbour Court,40.5387352,-74.1423893,Bay Parkway & 66 Street,15882.790941864583,1.0,0.0,0.0,0.0,2.0,0.0,1.0,10308
Townhouse,699998.0,3,2,1548.0,New York,Richmond County,Staten Island,Freedom Avenue,40.5953144,-74.1628286,Bay Parkway & 66 Street,15423.85739811385,1.0,3.0,0.0,4.0,0.0,0.0,2.0,10314
Co-op,1088000.0,5,2,2184.207862,Queens County,Queens,Flushing,20,40.7186003,-73.8453488,Forest Hills Station Entrance,99.16115363719636,4.0,11.0,1.0,21.0,4.0,48.0,18.0,11375
House,999000.0,6,2,1280.0,New York,Bronx County,The Bronx,Boller Avenue,40.8808173,-73.8350832,Baychester Avenue,281.5830450963131,0.0,7.0,0.0,1.0,2.0,0.0,6.0,10475
Multi-family home,1188888.0,4,4,2184.207862,New York,Queens County,Queens,Grandview Avenue,40.7075546,-73.9036964,Stanhope St & Wycoff Ave - NE Corner,1258.66482259724,1.0,28.0,0.0,67.0,56.0,1.0,34.0,11385
Co-op,265000.0,1,1,700.0,Queens County,Queens,Bayside,2345,40.7824499,-73.7765099,Platform A - Overpass,2159.4635261265994,0.0,4.0,0.0,1.0,0.0,1.0,1.0,11360
Co-op,288000.0,1,1,845.0,Kings County,Brooklyn,Sheepshead Bay,3901,40.5894827,-73.9395372,Bay Parkway & 66 Street,4447.6612120871405,1.0,10.0,0.0,10.0,4.0,1.0,8.0,11235
Co-op,999995.0,3,2,1750.0,New York County,New York,Manhattan,205,40.7640501,-73.964336,63rd Street & 3rd Avenue at Northeast Corner,20.96038293352806,3.0,33.0,2.0,254.0,86.0,41.0,46.0,10065
Co-op,1495000.0,2,2,1350.0,New York County,New York,Manhattan,200,40.7708195,-73.9595235,72nd Street & 2nd Avenue at Northwest Corner,221.94613879935065,3.0,44.0,1.0,188.0,71.0,19.0,46.0,10021
Co-op,925000.0,1,1,1000.0,New York County,New York,Manhattan,235,40.7699425,-73.9583558,72nd Street & 2nd Avenue at Northwest Corner,104.1572208112777,3.0,40.0,1.0,177.0,65.0,19.0,46.0,10021
Co-op,349000.0,2,1,2184.207862,Queens County,Queens,Jamaica,84-70,40.7050355,-73.8241699,Platform B,709.6589993393868,2.0,10.0,1.0,10.0,8.0,12.0,18.0,11415
Condo,2000000.0,4,4,3000.0,New York County,New York,Manhattan,444,40.7573479,-73.9614914,East 53rd Street & 3rd Avenue at Northeast Corner,643.3740363829503,8.0,26.0,4.0,235.0,65.0,35.0,46.0,10022
Condo,839000.0,3,2,1376.0,New York,Kings County,Brooklyn,8895,40.5905451,-73.9910402,Bay Parkway & 66 Street,2606.1969324640513,1.0,8.0,0.0,18.0,5.0,3.0,9.0,11214
Co-op,329000.0,1,1,820.0,Queens County,Queens,Forest Hills,11139,40.7157399,-73.83672,Union Turnpike / Kew Gardens,610.0914048072569,3.0,11.0,1.0,18.0,5.0,51.0,17.0,11375
Multi-family home,899000.0,6,3,3683.0,New York,Bronx County,The Bronx,East 217th Street,40.8796143,-73.856153,Baychester Avenue,1531.7230541804315,0.0,16.0,0.0,0.0,1.0,0.0,7.0,10469
House,615000.0,3,2,2184.207862,New York,Kings County,Brooklyn,Powell Street,40.6610456,-73.9019953,East New York Entrance,1634.0977898171443,1.0,16.0,0.0,1.0,1.0,3.0,7.0,11212
Condo,800000.0,2,2,1257.0,New York County,New York,Manhattan,309,40.7917785,-73.9406204,110th Street & Lexington Avenue at Southeast Corner,448.87186418939535,3.0,48.0,0.0,62.0,25.0,6.0,37.0,10029
Condo,430000.0,2,2,1248.0,Richmond County,Staten Island,Mid Island,527,40.6123868,-74.1511288,Bay Parkway & 66 Street,14306.455607735828,2.0,3.0,0.0,4.0,1.0,0.0,4.0,10314
Contingent,499000.0,3,2,1288.0,New York,Richmond County,Staten Island,Goethals Road North,40.6166867,-74.1576647,Bay Parkway & 66 Street,14864.56914698125,3.0,2.0,0.0,3.0,2.0,0.0,5.0,10314
Co-op,439500.0,3,2,1400.0,Queens County,Queens,Kew Gardens,83-80,40.7047878,-73.8344551,Platform B,589.8499473568093,2.0,13.0,1.0,13.0,7.0,11.0,14.0,11415
Co-op,299000.0,1,1,2184.207862,Queens County,Queens,Kew Gardens,118-18,40.7123992,-73.8339305,Union Turnpike / Kew Gardens,359.3799087388692,4.0,12.0,1.0,18.0,6.0,35.0,14.0,11415
Condo,200000.0,1,1,613.0,New York,Bronx County,The Bronx,Metropolitan Avenue,40.840459,-73.8542045,Castle Hill Avenue NE Corner,717.4515024299377,0.0,16.0,0.0,6.0,3.0,2.0,13.0,10462
Co-op,425000.0,3,1,2184.207862,New York County,New York,Manhattan,504,40.8189893,-73.953108,Broadway & 137th Street at Northeast Corner,275.43927642917356,1.0,45.0,3.0,46.0,13.0,2.0,24.0,10031
Co-op,69000.0,1,1,850.0,Bronx County,The Bronx,Highbridge,1185,40.8366623,-73.9239586,Saint Nicholas Avenue & 168th Street at Southeast Corner,1366.8210713481733,0.0,45.0,1.0,13.0,6.0,4.0,13.0,10452
Condo,1995000.0,3,2,1546.0,New York County,New York,Manhattan,272,40.8018548,-73.9672877,St Nicholas Ave & Central Park North At Nw Corner,1288.4875725141972,12.0,39.0,1.0,79.0,28.0,9.0,35.0,10025
Co-op,230000.0,1,1,620.0,New York County,New York,Manhattan,255,40.8028416,-73.9670229,St Nicholas Ave & Central Park North At Nw Corner,1303.4788283470623,12.0,40.0,1.0,73.0,23.0,8.0,35.0,10025
Co-op,220000.0,1,1,590.0,Queens County,Queens,Jamaica,82-35,40.7130136,-73.8230375,Union Turnpike / Kew Gardens,595.1261679017204,2.0,10.0,1.0,14.0,9.0,29.0,18.0,11435
Co-op,198000.0,3,1,2184.207862,Queens County,Queens,Flushing,42-40,40.756144,-73.8213672,7 Train Stair Entrance,730.5494584486338,0.0,10.0,0.0,29.0,5.0,6.0,29.0,11355
Co-op,1495000.0,1,2,2184.207862,New York County,New York,Manhattan,48,40.7382884,-73.9851838,Broadway & 23rd Street at Southeast Corner,454.54950158544113,13.0,38.0,8.0,464.0,305.0,39.0,79.0,10010
Co-op,475000.0,1,1,615.0,New York County,New York,Manhattan,520,40.7779975,-73.9445342,86th Street & 2nd Avenue at Northeast Corner,584.3079921304064,4.0,34.0,0.0,111.0,40.0,11.0,40.0,10128
Co-op,199900.0,2,1,2184.207862,Queens County,Queens,Rosedale,234-4,40.6779049,-73.733881,Rosedale Platform,1342.6315201560374,1.0,5.0,0.0,2.0,1.0,0.0,7.0,11422
House,1150000.0,2,2,1444.0,New York,Richmond County,Staten Island,Flagg Court,40.5882505,-74.1087291,Bay Parkway & 66 Street,11066.748907443032,1.0,0.0,0.0,7.0,0.0,0.0,2.0,10304
House,1575000.0,3,2,2184.207862,New York,Kings County,Brooklyn,4th Street,40.6683947,-73.9762195,"7th Avenue (F,G)",368.45426735087494,60.0,32.0,0.0,166.0,80.0,3.0,51.0,11215
Co-op,229000.0,1,1,2184.207862,Queens County,Queens,Jackson Heights,33-05,40.7562792,-73.8758052,Elmhurst Avenue,1669.1930156586518,1.0,4.0,0.0,21.0,19.0,5.0,39.0,11372
Condo,320000.0,2,2,936.0,Bronx County,The Bronx,East Bronx,1860,40.8236857,-73.8611313,Castle Hill Avenue SW Corner,1400.100036030204,1.0,28.0,0.0,5.0,2.0,3.0,10.0,10473
Co-op,295000.0,2,1,700.0,Kings County,Brooklyn,Midwood,1275,40.6196386,-73.9707307,Bay Parkway & 66 Street,1210.524308832336,1.0,32.0,1.0,20.0,3.0,3.0,20.0,11230
House,550000.0,3,2,2184.207862,New York,Kings County,Brooklyn,Snyder Avenue,40.6498755,-73.9375091,Nostrand Avenue Station Entrance,3247.2448037678173,6.0,28.0,0.0,6.0,5.0,0.0,7.0,11203
Condo,285000.0,2,1,1000.0,Bronx County,The Bronx,Parkchester,1439,40.8362269,-73.8612346,Castle Hill Avenue SW Corner,831.1341897471669,1.0,30.0,0.0,6.0,3.0,3.0,13.0,10462
Co-op,328000.0,1,1,800.0,Queens County,Queens,Flushing,8330,40.743059,-73.880983,Elmhurst Avenue,137.36513895465487,1.0,9.0,0.0,32.0,19.0,6.0,42.0,11373
Multi-family home,1388000.0,4,3,2184.207862,New York,Queens County,Queens,169th Street,40.774158,-73.7957477,Platform A,1450.2565429368271,0.0,6.0,0.0,4.0,1.0,0.0,2.0,11358
Multi-family home,777999.0,3,3,2184.207862,New York,Kings County,Brooklyn,Pierrepont Street,40.6949321,-73.9928542,East Broadway (F),1989.1721169129717,41.0,30.0,1.0,175.0,69.0,5.0,53.0,11201
Multi-family home,2198888.0,7,6,2184.207862,New York,Queens County,Queens,Seneca Avenue,40.7032697,-73.9088462,Stanhope St & Wycoff Ave - NE Corner,739.9992066591451,1.0,30.0,0.0,78.0,78.0,2.0,38.0,11385
Multi-family home,650000.0,6,2,2310.0,New York,Bronx County,The Bronx,Taylor Avenue,40.8244358,-73.8633737,Castle Hill Avenue SW Corner,1452.0587371957367,1.0,28.0,0.0,5.0,2.0,3.0,10.0,10473
Condo,1100000.0,1,2,890.0,New York County,New York,Manhattan,247,40.7598542,-73.9874427,53rd Street & 7th Avenue at Southeast Corner,585.3362638500345,6.0,33.0,6.0,347.0,143.0,57.0,52.0,10036
Townhouse,2649000.0,5,4,2147.3247172,New York,Kings County,Brooklyn,Macon Street,40.6820924,-73.9393924,Nostrand Avenue Station Entrance,783.9547427940385,8.0,24.0,1.0,95.0,64.0,4.0,31.0,11216
Co-op,849000.0,2,1,800.0,Kings County,Brooklyn,Park Slope,299,40.6662599,-73.9870141,4th Ave - 9th Street (R) to Queens,476.2579916517071,51.0,20.0,0.0,138.0,60.0,0.0,42.0,11215
Co-op,560000.0,3,1,550.0,New York County,New York,Manhattan,165,40.777244,-73.9868738,Broadway & 86th St,1496.4364519410506,4.0,30.0,2.0,144.0,75.0,31.0,25.0,10023
Co-op,418888.0,2,1,900.0,Kings County,Brooklyn,Borough Park,946,40.6339124,-74.0058434,Church Ave,2435.8880919550265,3.0,17.0,0.0,56.0,11.0,0.0,32.0,11219
Multi-family home,2600000.0,3,3,3097.2415723999998,New York,Kings County,Brooklyn,Bay 11th Street,40.6083914,-74.0100209,Bay Parkway & 66 Street,2419.6910425050687,2.0,6.0,0.0,18.0,2.0,1.0,12.0,11228
Multi-family home,899000.0,4,2,2160.0,New York,Bronx County,The Bronx,Seymour Avenue,40.8728082,-73.8469489,Baychester Avenue & Tillotson Avenue (Exit only),1055.9292014686864,0.0,21.0,0.0,1.0,1.0,0.0,7.0,10469
Multi-family home,979000.0,4,3,2860.0,New York,Kings County,Brooklyn,East 96th Street,40.6597134,-73.9195979,Rockaway Avenue Station,2151.657188044463,1.0,22.0,0.0,3.0,1.0,3.0,10.0,11212
Co-op,199000.0,1,1,2184.207862,Queens County,Queens,Forest Hills,6738,40.7282899,-73.8472,67th Avenue,526.9991829537497,3.0,5.0,0.0,18.0,3.0,53.0,18.0,11375
Condo,1025000.0,1,1,800.0,New York County,New York,Manhattan,460,40.7712538,-73.950858,83rd Street & 2nd Avenue at Northeast Corner,558.1292916594768,4.0,36.0,1.0,131.0,48.0,14.0,44.0,10075
Condo,1375000.0,1,2,920.0,New York County,New York,Manhattan,188,40.7645034,-73.9648503,63rd Street & 3rd Avenue at Northwest Corner,35.22567802288651,2.0,33.0,2.0,258.0,91.0,41.0,50.0,10065
Condo,875000.0,3,2,1437.0,New York County,New York,Manhattan,105,40.8539526,-73.9345678,181st St (A),219.86265815191751,0.0,19.0,0.0,11.0,8.0,4.0,12.0,10033
Multi-family home,1350000.0,6,3,3000.0,New York,Kings County,Brooklyn,East 24th Street,40.5902653,-73.9455056,Bay Parkway & 66 Street,3994.101028490973,1.0,13.0,0.0,14.0,4.0,1.0,12.0,11235
Multi-family home,815156.0,4,4,2945.0,New York,Richmond County,Staten Island,Davis Avenue,40.6402659,-74.110402,Grove Street (PATH),10481.363585690382,2.0,2.0,0.0,3.0,0.0,0.0,1.0,10310
Multi-family home,1949000.0,3,5,2560.0,New York,Kings County,Brooklyn,Brighton 10th Path,40.5813374,-73.9589282,Bay Parkway & 66 Street,4024.8440220977673,2.0,5.0,0.0,20.0,7.0,3.0,13.0,11235
Multi-family home,669000.0,5,2,1893.0,New York,Queens County,Queens,Beach 37th Street,40.5967151,-73.7696424,Broad Channel Station,4119.362620868894,0.0,6.0,0.0,0.0,0.0,0.0,3.0,11691
Multi-family home,900500.0,4,2,2184.207862,New York,Kings County,Brooklyn,Avenue J,40.6468871,-73.8907758,East New York Entrance,3361.397379489206,1.0,3.0,0.0,1.0,0.0,0.0,4.0,11236
Co-op,1465000.0,3,3,2184.207862,New York County,New York,Manhattan,215,40.7701914,-73.9590118,72nd Street & 2nd Avenue at Northwest Corner,140.84898392406507,3.0,41.0,1.0,186.0,67.0,19.0,45.0,10021
Condo,1100000.0,1,1,726.0,New York County,New York,Manhattan,88,40.7078844,-74.0140879,Greenwich St & Vesey St,546.8442631290573,6.0,14.0,2.0,181.0,52.0,12.0,38.0,10006
Multi-family home,1199000.0,6,5,2184.207862,New York,Queens County,Queens,82nd Street,40.6662035,-73.8525027,111 Street,3665.8207816738686,1.0,2.0,0.0,1.0,0.0,2.0,3.0,11414
Multi-family home,599000.0,4,3,1176.0,United States,New York,Richmond County,Richmond Terrace,40.638069,-74.1627747,Grove Street (PATH),13585.24698991025,2.0,1.0,0.0,1.0,1.0,0.0,3.0,10303
Multi-family home,1230000.0,4,3,2184.207862,New York,Queens County,Queens,64th Lane,40.700194,-73.8907488,Stanhope St & Wycoff Ave - NE Corner,2298.3575654052397,1.0,22.0,0.0,39.0,34.0,5.0,26.0,11385
Co-op,1366999.8,3,3,2184.207862,New York County,New York,Manhattan,2,40.7573949,-73.9606545,East 53rd Street & 3rd Avenue at Northeast Corner,713.6786517089138,8.0,26.0,3.0,230.0,64.0,35.0,46.0,10022
Multi-family home,1350000.0,5,5,3383.0,New York,Kings County,Brooklyn,Richmond Street,40.6828535,-73.8769965,East New York Entrance,2309.690290032194,0.0,11.0,0.0,1.0,1.0,3.0,7.0,11208
House,799000.0,5,3,1800.0,New York,Kings County,Brooklyn,East 51st Street,40.6336127,-73.9276041,Church Ave,4525.9394526679625,0.0,9.0,0.0,4.0,0.0,4.0,2.0,11234
House,1599000.0,5,3,2385.3247172,New York,Richmond County,Staten Island,Todt Hill Road,40.5813757,-74.1131912,Bay Parkway & 66 Street,11640.633658859497,1.0,2.0,0.0,9.0,0.0,0.0,3.0,10304
Co-op,370000.0,1,1,2184.207862,Kings County,Brooklyn,Brooklyn Heights,100,40.6939582,-73.9943695,East Broadway (F),2114.164693454606,38.0,31.0,1.0,175.0,69.0,5.0,51.0,11201
Co-op,1076600.0,3,2,2184.207862,New York County,New York,Manhattan,11,40.7464683,-73.9872992,34th Street & Broadway at Northwest Corner,406.4471307150648,11.0,34.0,8.0,451.0,220.0,52.0,71.0,10001
Multi-family home,860000.0,5,3,2324.0,New York,Kings County,Brooklyn,Neptune Avenue,40.5768936,-74.0048793,Bay Parkway & 66 Street,4449.731647274011,0.0,0.0,0.0,0.0,1.0,1.0,2.0,11224
House,765000.0,3,4,2205.0,New York,Richmond County,Staten Island,Longview Road,40.611142,-74.0905357,Bay Parkway & 66 Street,9180.957866697512,0.0,3.0,0.0,1.0,0.0,1.0,5.0,10304
Co-op,259000.0,1,1,750.0,Kings County,Brooklyn,Little Haiti,3500,40.6491203,-73.9440658,Eastern Parkway - Brooklyn Museum,3044.663750278283,8.0,27.0,0.0,15.0,8.0,0.0,10.0,11203
Multi-family home,1500000.0,5,3,3135.0,New York,Kings County,Brooklyn,Nostrand Avenue,40.6471477,-73.9489423,Church Ave,2637.8052371331232,12.0,24.0,0.0,23.0,15.0,1.0,11.0,11226
Condo,850000.0,2,2,1005.0,New York County,New York,Manhattan,340,40.856444,-73.9377616,181st St (A) upper level,392.8333215706515,0.0,14.0,0.0,11.0,8.0,4.0,12.0,10040
Condo,99000.0,1,1,2184.207862,Kings County,Brooklyn,Canarsie,1368,40.6372545,-73.9002674,East New York Entrance,4279.942591206827,0.0,5.0,0.0,4.0,0.0,2.0,3.0,11236
