TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,LATITUDE,LONGITUDE,SUBWAY_STATION,DISTANCE,KINDERGARTEN,SCHOOL,COLLEGE,CAFE,BAR,PARKING,SUPERMARKET,ZIP_CODE
Multi-family home,1960000.0,5,5,2184.207862,New York,Queens County,Queens,163rd Street,40.7286837,-73.8065818,"Hillside Ave 169 St, Northwest corner",2277.795483488827,3.0,2.0,0.0,15.0,4.0,23.0,15.0,11365
Pending,799000.0,4,2,1560.0,New York,Richmond County,Staten Island,Daleham Street,40.5642806,-74.1530498,Bay Parkway & 66 Street,15452.005662478958,1.0,2.0,0.0,1.0,1.0,0.0,3.0,10308
Multi-family home,949000.0,5,3,2184.207862,New York,Kings County,Brooklyn,Kings Highway,40.6290233,-73.9330774,Church Ave,4236.548929590985,0.0,10.0,0.0,4.0,0.0,3.0,1.0,11234
Multi-family home,799000.0,4,2,1716.0,New York,Kings County,Brooklyn,Brighton 1st Street,40.5778456,-73.9670934,Bay Parkway & 66 Street,4104.347199968482,2.0,4.0,0.0,17.0,8.0,3.0,11.0,11235
House,699000.0,3,3,1280.0,New York,Kings County,Brooklyn,Keen Court,40.5877725,-73.9253044,Bay Parkway & 66 Street,5562.01279839831,0.0,5.0,0.0,1.0,3.0,0.0,1.0,11229
House,900000.0,3,2,1248.0,New York,Richmond County,Staten Island,Hylan Boulevard,40.5981713,-74.0732699,Bay Parkway & 66 Street,7891.8975337416,2.0,1.0,0.0,4.0,1.0,1.0,5.0,10305
Multi-family home,1235000.0,4,5,2538.0,New York,Queens County,Queens,147th Road,40.6565969,-73.745832,Rosedale Platform,1321.1416302717955,0.0,4.0,0.0,1.0,0.0,0.0,3.0,11422
Co-op,965800.0,2,2,2184.207862,New York County,New York,Manhattan,11,40.7852991,-73.9571579,East 96th Street & Lexington Avenue at Southwest Corner,501.5436666485712,15.0,48.0,0.0,155.0,63.0,17.0,58.0,10128
Co-op,595000.0,2,1,2184.207862,New York County,New York,Manhattan,328,40.7955171,-73.9745834,Broadway & 86th St,816.6989372678196,13.0,23.0,0.0,100.0,34.0,10.0,30.0,10025
Condo,269000.0,3,1,485.0,Kings County,Brooklyn,Sheepshead Bay,2900,40.590145,-73.9499887,Bay Parkway & 66 Street,3716.92078292093,2.0,14.0,0.0,15.0,4.0,1.0,13.0,11235
Co-op,974000.0,4,4,2184.207862,New York County,New York,Manhattan,1050,40.7816743,-73.9600313,East 86th Street & Lexington Avenue at Northwest Corner,415.98648563029576,13.0,55.0,1.0,182.0,67.0,20.0,58.0,10028
Co-op,1150000.0,2,1,900.0,Kings County,Brooklyn,Park Slope,114,40.6737554,-73.9803629,4th Ave - 9th Street (R) to Queens,780.9195119557672,64.0,36.0,0.0,213.0,108.0,3.0,68.0,11215
Contingent,595000.0,1,1,2184.207862,New York County,New York,Manhattan,10,40.7473555,-73.9813841,Grand Central 42nd Street entrance,631.1304145617901,11.0,38.0,7.0,405.0,190.0,51.0,68.0,10016
Condo,799000.0,5,2,1500.0,Kings County,Brooklyn,Borough Park,1025,40.6409434,-73.9953527,Church Ave,1347.8735241108636,3.0,20.0,0.0,43.0,13.0,0.0,39.0,11219
Condo,2110000.0,2,2,1326.0,New York County,New York,Manhattan,327,40.7367893,-73.9799267,Broadway & 23rd Street at Southeast Corner,909.7198705961108,13.0,34.0,8.0,391.0,263.0,35.0,76.0,10010
Townhouse,1135600.0,5,4,1618.6831448,New York,New York County,New York,West 88th Street,40.788437,-73.9731887,Broadway & 86th St,311.3301667330977,15.0,39.0,0.0,131.0,47.0,18.0,38.0,10024
Multi-family home,450000.0,4,2,2184.207862,New York,Queens County,Queens,177th Street,40.7065602,-73.7835572,Jamaica – 179th Street,641.2619162763581,2.0,7.0,0.0,3.0,8.0,6.0,22.0,11433
Co-op,385000.0,1,1,779.0,Kings County,Brooklyn,Sheepshead Bay,1625,40.5834583,-73.9522667,Bay Parkway & 66 Street,4138.3655686943,3.0,11.0,0.0,19.0,4.0,3.0,15.0,11235
House,649999.0,4,1,2184.207862,New York,Queens County,Queens,202nd Street,40.6936825,-73.7495584,Platform A,2337.797176650363,0.0,8.0,0.0,0.0,2.0,0.0,9.0,11412
Condo,539000.0,2,1,708.0,Kings County,Brooklyn,Bay Ridge,307,40.633546,-74.0266446,Church Ave,4112.17841079896,8.0,5.0,0.0,56.0,9.0,1.0,28.0,11209
House,1525000.0,3,2,1650.0,New York,Kings County,Brooklyn,72nd Street,40.6242186,-74.0088847,Bay Parkway & 66 Street,2588.254228026796,6.0,4.0,0.0,56.0,10.0,1.0,30.0,11228
Multi-family home,2100000.0,6,2,2720.0,New York,Kings County,Brooklyn,51st Street,40.6366874,-73.9984062,Church Ave,1735.65211589126,2.0,20.0,0.0,39.0,8.0,0.0,36.0,11219
House,625000.0,3,2,1944.0,New York,Bronx County,The Bronx,Seward Avenue,40.8216537,-73.8465699,Castle Hill Avenue SW Corner,1450.9848933345174,0.0,21.0,0.0,5.0,1.0,2.0,7.0,10473
House,728888.0,4,3,1379.0,New York,Queens County,Queens,221st Street,40.6767141,-73.7492797,224th Street Entrance,932.6064472526406,1.0,7.0,0.0,1.0,2.0,2.0,7.0,11413
Co-op,739000.0,2,1,2184.207862,New York County,New York,Manhattan,529,40.7741621,-73.9467221,83rd Street & 2nd Avenue at Northeast Corner,556.5064097561326,4.0,35.0,1.0,122.0,47.0,14.0,44.0,10028
Multi-family home,1290000.0,3,2,2184.207862,New York,Queens County,Queens,Utopia Parkway,40.7554032,-73.7924388,Platform B,955.307941782342,0.0,3.0,0.0,14.0,2.0,0.0,5.0,11358
Multi-family home,675000.0,3,2,1750.0,New York,Bronx County,The Bronx,Calhoun Avenue,40.8266591,-73.824848,Castle Hill Avenue NE Corner,2405.6033383558256,0.0,9.0,0.0,1.0,0.0,2.0,1.0,10465
Contingent,950000.0,3,2,1364.0,New York,Richmond County,Staten Island,Edinboro Road,40.5781512,-74.1348919,Bay Parkway & 66 Street,13501.914361005132,2.0,3.0,0.0,2.0,0.0,0.0,1.0,10306
House,550000.0,3,2,1221.0,New York,Queens County,Queens,Davenport Court,40.653784,-73.8286059,111 Street,4862.085595056851,0.0,2.0,0.0,1.0,0.0,2.0,0.0,11414
House,1099999.0,3,1,1100.0,New York,Queens County,Queens,75th Street,40.7709973,-73.8950248,Platform C,2820.654976163219,0.0,4.0,0.0,35.0,35.0,0.0,19.0,11370
Multi-family home,906300.0,5,4,3116.0,New York,Kings County,Brooklyn,Dumont Avenue,40.668499,-73.8810259,East New York Entrance,2005.9718470564849,1.0,11.0,0.0,0.0,0.0,1.0,8.0,11208
Co-op,1637800.0,3,4,3000.0,New York County,New York,Manhattan,410,40.7472085,-74.0013378,Moynihan Train Hall,657.9434410157221,6.0,30.0,7.0,329.0,185.0,26.0,54.0,10011
Condo,2700000.0,3,3,1689.0,New York County,New York,Manhattan,555,40.7715251,-73.9895943,53rd Street & 7th Avenue at Northeast Corner,1167.0771487021966,2.0,25.0,2.0,197.0,93.0,35.0,24.0,10019
House,659000.0,4,2,2184.207862,New York,Queens County,Queens,145th Street,40.6695117,-73.7942558,Platform B,2479.7258355131557,0.0,1.0,0.0,0.0,1.0,0.0,4.0,11436
Condo,898000.0,1,2,1340.0,Kings County,Brooklyn,Bushwick,215,40.6928399,-73.9131908,Stanhope St & Wycoff Ave - SE Corner,1217.7565787169326,1.0,32.0,0.0,82.0,93.0,3.0,39.0,11221
Co-op,189990.0,1,1,2184.207862,Queens County,Queens,Jamaica,151-31,40.6668092,-73.8471901,111 Street,3466.7589530646883,1.0,4.0,0.0,1.0,0.0,2.0,1.0,11414
Multi-family home,2150000.0,6,2,2184.207862,New York,Queens County,Queens,Jackson Avenue,40.7438369,-73.9505652,Hunterpoint Ave (7),221.0072134853854,5.0,10.0,1.0,79.0,39.0,13.0,33.0,11101
Co-op,550000.0,3,1,2184.207862,New York County,New York,Manhattan,24,40.7330596,-73.9959886,Bleecker Street & Lafayette Street at Northwest Corner,785.2803241437684,10.0,48.0,7.0,453.0,347.0,20.0,97.0,10011
Co-op,2100000.0,3,3,1968.0,New York County,New York,Manhattan,285,40.7989206,-73.9723967,Broadway & 86th St,1230.89752412236,12.0,29.0,1.0,88.0,27.0,9.0,30.0,10025
Pending,1088888.0,3,4,2550.0,New York,Queens County,Queens,98th Street,40.6520565,-73.8335563,111 Street,5009.079020960153,0.0,2.0,0.0,1.0,0.0,2.0,0.0,11414
House,499000.0,5,2,1236.0,New York,Bronx County,The Bronx,Barnes Avenue,40.879318,-73.8613522,Baychester Avenue,1970.120280269517,0.0,18.0,0.0,1.0,1.0,1.0,8.0,10467
Co-op,1795000.0,4,3,2184.207862,New York County,New York,Manhattan,622,40.80699,-73.966129,St Nicholas Ave & Central Park North At Nw Corner,1475.7209259925105,11.0,40.0,2.0,64.0,21.0,6.0,35.0,10025
Condo,2300000.0,2,2,1163.0,New York County,New York,Manhattan,515,40.7666839,-73.9527719,72nd Street & 2nd Avenue at Southeast Corner,514.2711318925985,2.0,33.0,1.0,147.0,57.0,15.0,46.0,10021
Pending,749000.0,3,3,1368.0,New York,Queens County,Queens,176th Street,40.7088867,-73.7844919,Jamaica – 179th Street,380.3866007569334,2.0,7.0,0.0,5.0,8.0,6.0,25.0,11432
Condo,594900.0,2,1,729.0,Kings County,Brooklyn,Prospect Lefferts Gardens,306,40.6612226,-73.9525371,Eastern Parkway - Brooklyn Museum,1539.0336066139123,18.0,29.0,0.0,47.0,27.0,2.0,19.0,11225
Townhouse,1399000.0,4,2,1700.0,New York,Kings County,Brooklyn,Bergen Street,40.6745279,-73.9243055,Rockaway Avenue Station,999.9562182012604,1.0,26.0,1.0,28.0,23.0,3.0,16.0,11233
Condo,639000.0,2,2,800.0,Queens County,Queens,Flushing,14449,40.7603904,-73.8194905,Elevator Platform B,474.0507551817557,0.0,10.0,0.0,27.0,3.0,6.0,29.0,11355
Multi-family home,1995000.0,5,3,3600.0,New York,Kings County,Brooklyn,Knickerbocker Avenue,40.6950726,-73.9113766,Stanhope St & Wycoff Ave - SE Corner,1054.437426713042,1.0,34.0,0.0,87.0,92.0,3.0,40.0,11221
Multi-family home,1250000.0,5,2,2376.0,New York,Kings County,Brooklyn,Foster Avenue,40.6383413,-73.9547608,Church Ave,2169.52379421314,6.0,24.0,0.0,22.0,9.0,2.0,12.0,11226
Contingent,275000.0,3,1,363.0,Kings County,Brooklyn,Crown Heights,88,40.6770084,-73.9444319,Nostrand Avenue Station Entrance,262.0962432093303,14.0,26.0,1.0,98.0,64.0,5.0,35.0,11216
Co-op,893800.0,3,3,2184.207862,New York County,New York,Manhattan,129,40.7687653,-73.9638365,East 68th Street & Lexington Avenue at Northwest Corner,89.93504377750858,2.0,47.0,2.0,232.0,89.0,32.0,52.0,10021
Pending,325000.0,2,1,2184.207862,Richmond County,Staten Island,Mid Island,36,40.6449121,-74.0787385,4th Ave - 9th Street (R) to Bay Ridge,8123.267580234541,2.0,2.0,1.0,7.0,4.0,1.0,3.0,10301
Co-op,500000.0,3,2,2184.207862,Kings County,Brooklyn,Brooklyn Heights,142,40.6927721,-73.9936086,East Broadway (F),2234.9783928775432,43.0,31.0,1.0,173.0,70.0,5.0,50.0,11201
Condo,349000.0,3,1,500.0,Queens County,Queens,Bayside,2,40.778411,-73.781048,Platform A - Overpass,1845.0208424631055,0.0,5.0,0.0,4.0,1.0,0.0,1.0,11360
Multi-family home,1740999.8,4,4,3612.0,New York,Kings County,Brooklyn,4th Place,40.6784683,-74.0011264,4th Ave - 9th Street (R) to Bay Ridge,1365.9309055738026,58.0,19.0,1.0,145.0,72.0,0.0,48.0,11231
Townhouse,1737000.0,7,5,2154.3662896,New York,New York County,New York,East 69th Street,40.7700688,-73.9679334,East 68th Street & Lexington Avenue at Southwest Corner,388.40087423507555,2.0,55.0,3.0,268.0,111.0,40.0,55.0,10021
House,709999.0,4,2,2184.207862,New York,Queens County,Queens,148th Street,40.6811881,-73.793438,Tracks 11 & 12,2353.9617710862935,0.0,3.0,0.0,0.0,1.0,1.0,10.0,11436
House,774900.0,3,2,1335.0,New York,Richmond County,Staten Island,Fingerboard Road,40.6058796,-74.0681791,Bay Parkway & 66 Street,7329.715550739117,2.0,2.0,0.0,3.0,1.0,1.0,5.0,10305
Multi-family home,988000.0,3,2,3061.0,New York,Richmond County,Staten Island,Kelly Boulevard,40.5838227,-74.1568196,Bay Parkway & 66 Street,15141.689827421294,0.0,1.0,0.0,4.0,0.0,0.0,2.0,10314
Co-op,275000.0,1,1,2184.207862,Queens County,Queens,Rego Park,9820,40.7334099,-73.85851,67th Avenue,830.8481139651464,2.0,5.0,0.0,24.0,4.0,22.0,24.0,11374
Co-op,219000.0,1,1,2184.207862,Queens County,Queens,Flushing,68-5,40.7315119,-73.8286528,Platform A,1888.0079901960628,4.0,6.0,1.0,16.0,5.0,43.0,19.0,11367
Co-op,439000.0,1,1,2184.207862,New York County,New York,Manhattan,212,40.7770851,-73.9541834,83rd Street & 2nd Avenue at Northeast Corner,162.0883047736764,4.0,44.0,1.0,136.0,49.0,14.0,42.0,10028
Co-op,425000.0,3,1,2184.207862,New York County,New York,Manhattan,24,40.7330596,-73.9959886,Bleecker Street & Lafayette Street at Northwest Corner,785.2803241437684,10.0,48.0,7.0,453.0,347.0,20.0,97.0,10011
Multi-family home,599999.0,4,2,2184.207862,New York,Kings County,Brooklyn,Pine Street,40.6647996,-73.868117,East New York Entrance,3171.218006794999,1.0,7.0,0.0,0.0,0.0,0.0,4.0,11208
Multi-family home,1139000.0,3,3,2520.0,New York,Kings County,Brooklyn,East 26th Street,40.5994335,-73.9458671,Bay Parkway & 66 Street,3414.606370968856,1.0,23.0,1.0,15.0,4.0,2.0,13.0,11229
House,680000.0,3,2,1296.0,New York,Kings County,Brooklyn,East 57th Street,40.6381159,-73.9218484,East New York Entrance,4480.1811056525985,0.0,8.0,0.0,3.0,0.0,2.0,1.0,11234
Multi-family home,2300000.0,5,6,2184.207862,New York,Queens County,Queens,Inwood Street,40.6818734,-73.7962038,Tracks 11 & 12,2177.1319699955443,0.0,3.0,0.0,0.0,2.0,1.0,12.0,11436
Condo,560000.0,2,2,1008.0,Richmond County,Staten Island,Mid Island,155,40.638148,-74.0756332,Church Ave,8123.135942793693,1.0,2.0,1.0,7.0,4.0,1.0,3.0,10301
Multi-family home,1600000.0,6,3,3000.0,New York,New York County,New York,East 126th Street,40.8062235,-73.9392312,Lenox Avenue & 125th Street at Northeast Corner,538.5959150671468,1.0,75.0,2.0,46.0,12.0,0.0,36.0,10035
Condo,699900.0,3,1,558.0,New York County,New York,Manhattan,80,40.7502793,-73.9795235,Grand Central 42nd Street / Vanderbilt Avenue entrance,272.08318377756234,10.0,32.0,6.0,383.0,168.0,54.0,66.0,10016
Condo,1650000.0,3,2,1493.0,New York County,New York,Manhattan,150,40.7612516,-73.9826113,53rd Street & 7th Avenue at Southeast Corner,189.4742053192791,6.0,41.0,6.0,353.0,144.0,61.0,54.0,10019
Co-op,679000.0,1,1,2184.207862,New York County,New York,Manhattan,319,40.7546656,-73.9675207,East 53rd Street & 3rd Avenue at Southeast Corner,340.37402019032754,10.0,29.0,6.0,299.0,88.0,46.0,54.0,10022
Condo,1249000.0,2,2,2158.0,Kings County,Brooklyn,Windsor Terrace,271,40.648091,-73.98013,Church Ave,352.5865309233337,16.0,28.0,0.0,54.0,21.0,0.0,34.0,11218
Co-op,438000.0,1,1,2184.207862,New York County,New York,Manhattan,162,40.7228235,-73.98509,1 Avenue & Houston St,322.4959556802254,11.0,40.0,5.0,347.0,281.0,10.0,86.0,10009
Co-op,449000.0,2,1,2184.207862,Queens County,Queens,Rego Park,99-72,40.7282347,-73.8522092,67th Avenue,153.5430978914644,3.0,5.0,0.0,18.0,2.0,43.0,19.0,11374
Co-op,699000.0,1,1,2184.207862,New York County,New York,Manhattan,205,40.729738,-73.9861097,1 Avenue & Houston St,761.856650299645,11.0,48.0,7.0,430.0,322.0,18.0,101.0,10003
Co-op,600000.0,3,2,1000.0,New York County,New York,Manhattan,100,40.8052883,-73.9478167,Lenox Avenue & 125th Street at Southwest Corner,318.8560328052861,5.0,64.0,2.0,73.0,21.0,4.0,43.0,10027
House,686000.0,3,2,2184.207862,New York,Queens County,Queens,146th Street,40.6808451,-73.7952952,Tracks 11 & 12,2313.4368046247837,0.0,3.0,0.0,0.0,2.0,1.0,11.0,11436
Condo,2255000.0,2,2,1450.0,New York County,New York,Manhattan,540,40.764655,-73.994257,53rd Street & 7th Avenue at Southeast Corner,1079.3616457379146,2.0,23.0,3.0,242.0,112.0,42.0,27.0,10019
Pending,2500000.0,5,4,2133.1247172000003,New York,Kings County,Brooklyn,Jefferson Avenue,40.6832052,-73.9491758,Nostrand Avenue Station Entrance,513.4346511897824,15.0,23.0,1.0,129.0,79.0,5.0,49.0,11216
Pending,1848888.0,6,4,3234.0,New York,Queens County,Queens,Edgerton Boulevard,40.7160582,-73.7872685,Jamaica – 179th Street,443.665938036497,3.0,6.0,0.0,8.0,11.0,5.0,24.0,11432
Co-op,259900.0,2,1,850.0,Bronx County,The Bronx,Spuyten Duyvil,601,40.8789773,-73.916004,Bedford park Blvd.,2475.209955777351,0.0,17.0,0.0,7.0,8.0,4.0,7.0,10463
Co-op,399000.0,1,1,750.0,Kings County,Brooklyn,Fort Hamilton,9707,40.614285,-74.0315729,Bay Parkway & 66 Street,4191.167510354456,6.0,2.0,0.0,23.0,5.0,1.0,14.0,11209
Pending,559900.0,5,2,1886.0,New York,Kings County,Brooklyn,Avenue U,40.6211924,-73.905796,East New York Entrance,6063.862665703024,0.0,5.0,0.0,3.0,0.0,2.0,4.0,11234
House,599000.0,3,2,1196.0,New York,Richmond County,Staten Island,Park Hill Circle,40.6175888,-74.0775836,Bay Parkway & 66 Street,8098.228369439655,0.0,3.0,0.0,4.0,3.0,2.0,3.0,10304
Multi-family home,2480000.0,7,6,2740.0,New York,Queens County,Queens,159th Street,40.7411879,-73.8094885,Platform B,2341.363347851835,1.0,8.0,0.0,17.0,2.0,8.0,14.0,11365
Multi-family home,1270000.0,4,6,2050.8831448,New York,Kings County,Brooklyn,Washington Park,40.691847,-73.9732656,Clinton-Washington,639.8460842877763,44.0,58.0,1.0,192.0,101.0,5.0,73.0,11205
Condo,772800.0,3,2,2060.0,New York County,New York,Manhattan,40,40.7649484,-73.9694663,East 60th Street & Lexington Avenue at Northwest Corner,257.1317381395574,4.0,46.0,4.0,310.0,111.0,48.0,52.0,10065
Multi-family home,1125000.0,6,3,3354.0,New York,Bronx County,The Bronx,Morris Avenue,40.8296324,-73.9159236,Lenox Avenue & 145th Street at Northeast Corner,1962.811249515192,0.0,63.0,1.0,3.0,4.0,4.0,11.0,10456
Condo,550000.0,1,1,721.0,Queens County,Queens,Flushing,42-31,40.7539009,-73.8261514,Platform B,593.6263620988755,0.0,10.0,0.0,31.0,7.0,6.0,28.0,11355
Townhouse,1775000.0,4,4,2078.0,New York,Kings County,Brooklyn,East 31st Street,40.6473249,-73.9484704,Church Ave,2680.5501407727425,11.0,22.0,0.0,21.0,13.0,1.0,10.0,11232
Condo,888000.0,2,2,1146.0,Kings County,Brooklyn,Dyker Heights,1238,40.6275896,-74.0016198,Bay Parkway & 66 Street,2315.3063092788484,3.0,13.0,0.0,39.0,6.0,0.0,34.0,11219
Condo,375000.0,3,1,2184.207862,New York,Kings County,Brooklyn,Nostrand Avenue,40.6834585,-73.9504707,Nostrand Avenue Station Entrance,551.6991428157435,16.0,24.0,1.0,129.0,78.0,5.0,49.0,11216
House,728600.0,3,2,2184.207862,New York,Queens County,Queens,171st Street,40.70971,-73.790302,"169 St & Hillside Ave, Southeast corner",235.26240479319625,2.0,6.0,0.0,8.0,10.0,8.0,27.0,11432
House,849000.0,3,2,2256.0,New York,Richmond County,Staten Island,Amboy Road,40.5518357,-74.1483332,Bay Parkway & 66 Street,15628.947827899012,2.0,0.0,0.0,2.0,2.0,0.0,4.0,10308
Co-op,185000.0,3,1,500.0,Bronx County,The Bronx,Hudson Hill,4705,40.8952914,-73.9089308,Bedford park Blvd.,3091.294187455772,0.0,10.0,0.0,5.0,2.0,8.0,6.0,10471
Co-op,349000.0,2,1,800.0,New York,Queens County,Queens,155th Avenue,40.6662726,-73.8457131,111 Street,3496.6416168533565,1.0,4.0,0.0,1.0,0.0,2.0,1.0,11414
Co-op,259000.0,2,1,2184.207862,Kings County,Brooklyn,Little Haiti,285,40.6482666,-73.9442024,Church Ave,3051.886959227861,8.0,28.0,0.0,14.0,8.0,1.0,9.0,11203
Co-op,575000.0,1,1,850.0,New York County,New York,Manhattan,118,40.7630774,-73.9685002,East 60th Street & Lexington Avenue at Southwest Corner,53.248672751601816,5.0,42.0,4.0,297.0,102.0,48.0,50.0,10022
Co-op,500000.0,4,1,2184.207862,New York County,New York,Manhattan,133,40.8178093,-73.9391738,Lenox Avenue & 145th Street at Southeast Corner,359.45039848756295,1.0,77.0,3.0,31.0,12.0,1.0,27.0,10030
Co-op,399999.0,2,1,2184.207862,Kings County,Brooklyn,Southside,648,40.7112984,-73.9463142,Bedford Av Subway Station L line,1190.4619088503268,3.0,50.0,1.0,110.0,137.0,1.0,33.0,11211
Condo,753800.0,5,6,2459.8831447999996,Kings County,Brooklyn,Brooklyn Heights,50,40.692916,-74.0008815,Nassau Street & Frankfort Street at Southeast Corner,2130.295014231174,36.0,31.0,2.0,181.0,64.0,5.0,42.0,11201
Co-op,239000.0,1,1,750.0,Bronx County,The Bronx,Spuyten Duyvil,3103,40.8836826,-73.9144424,Bedford park Blvd.,2558.862986392525,0.0,11.0,0.0,7.0,3.0,4.0,5.0,10463
Multi-family home,689799.8,6,6,1985.2831448000002,New York,Bronx County,The Bronx,East 201st Street,40.8694599,-73.882195,Bedford Park Blvd.,534.1329637801036,0.0,37.0,0.0,2.0,2.0,7.0,11.0,10458
Multi-family home,979000.0,5,2,2392.0,New York,Bronx County,The Bronx,Faile Street,40.8201064,-73.8877326,Southern Boulevard (exit only),329.24054538876453,2.0,40.0,0.0,1.0,1.0,4.0,7.0,10474
Condo,599999.0,2,1,932.0,Kings County,Brooklyn,Ocean Hill,478,40.6822675,-73.9178308,Rockaway Avenue Station,537.2413542548693,1.0,22.0,0.0,42.0,42.0,5.0,25.0,11233
Condo,699000.0,3,2,1290.0,Queens County,Queens,Elmhurst,80-06,40.7402182,-73.8844499,Elmhurst Avenue,312.7091647398549,1.0,8.0,0.0,31.0,22.0,6.0,39.0,11373
Multi-family home,1400000.0,5,4,2184.207862,New York,Kings County,Brooklyn,Avenue Z,40.5895581,-73.9376469,Bay Parkway & 66 Street,4573.370234753958,1.0,10.0,0.0,10.0,4.0,1.0,8.0,11235
House,649000.0,3,2,1188.0,New York,Kings County,Brooklyn,Mill Avenue,40.610384,-73.910535,Bay Parkway & 66 Street,6061.178851558748,0.0,1.0,0.0,2.0,0.0,2.0,3.0,11234
Co-op,961900.0,4,4,2184.207862,New York County,New York,Manhattan,900,40.7719126,-73.967281,East 68th Street & Lexington Avenue at Northwest Corner,508.1166766011197,4.0,57.0,3.0,249.0,103.0,38.0,59.0,10021
Co-op,224000.0,1,1,2184.207862,Queens County,Queens,Forest Hills,6766,40.7276199,-73.84686,67th Avenue,541.8790020550724,3.0,4.0,1.0,19.0,3.0,53.0,18.0,11375
Condo,590000.0,3,1,579.0,New York County,New York,Manhattan,400,40.7942099,-73.9636725,St Nicholas Ave & Central Park North At Nw Corner,1044.0074063131788,14.0,50.0,1.0,134.0,44.0,15.0,48.0,10025
Co-op,1050000.0,3,2,2184.207862,New York County,New York,Manhattan,205,40.7640501,-73.964336,63rd Street & 3rd Avenue at Northeast Corner,20.96038293352806,3.0,33.0,2.0,254.0,86.0,41.0,46.0,10065
Multi-family home,2288000.0,6,4,3280.0,New York,Kings County,Brooklyn,70th Street,40.6164146,-73.9938038,Bay Parkway & 66 Street,1062.5717688464483,1.0,15.0,0.0,23.0,0.0,0.0,19.0,11204
House,1175000.0,3,2,1240.0,New York,Kings County,Brooklyn,Bay 13th Street,40.6034711,-74.0124361,Bay Parkway & 66 Street,2778.7513372659646,1.0,3.0,0.0,14.0,0.0,0.0,9.0,11214
Condo,838000.0,3,2,706.0,New York County,New York,Manhattan,48,40.7118928,-73.9940945,East Broadway (F),341.2892081496327,16.0,39.0,2.0,339.0,216.0,13.0,75.0,10002
Pending,995000.0,4,2,2184.207862,New York,Queens County,Queens,169th Street,40.7543498,-73.797977,Platform B,817.2694282220449,0.0,4.0,0.0,14.0,2.0,0.0,6.0,11358
Condo,1345000.0,1,2,752.0,New York County,New York,Manhattan,140,40.7644486,-73.9662417,63rd Street & 3rd Avenue at Northwest Corner,112.43884918987963,4.0,42.0,3.0,278.0,95.0,42.0,49.0,10065
Co-op,339000.0,1,1,910.0,Queens County,Queens,Forest Hills,68-09,40.7244239,-73.8511076,67th Avenue,317.39901378055134,3.0,7.0,1.0,19.0,3.0,46.0,19.0,11375
Co-op,999000.0,1,1,2184.207862,New York County,New York,Manhattan,1010,40.7789146,-73.9619806,East 86th Street & Lexington Avenue at Southwest Corner,525.7861655142084,13.0,55.0,1.0,194.0,76.0,21.0,53.0,10028
Contingent,2499000.0,7,4,2268.0,New York,Kings County,Brooklyn,Hart Street,40.6927739,-73.951031,Clinton-Washington,1332.3910496192364,8.0,47.0,2.0,108.0,79.0,4.0,47.0,11206
Co-op,289000.0,1,1,750.0,New York,Queens County,Queens,Union Turnpike,40.7129779,-73.8345967,Union Turnpike / Kew Gardens,394.0774880197312,4.0,12.0,1.0,18.0,6.0,40.0,17.0,11375
Multi-family home,1350000.0,3,5,3210.0,New York,Queens County,Queens,54th Street,40.7432038,-73.9105824,Platform A,660.097491790567,1.0,8.0,0.0,60.0,40.0,0.0,27.0,11377
House,850000.0,2,2,1122.0,New York,Kings County,Brooklyn,73rd Street,40.6172561,-73.9989227,Bay Parkway & 66 Street,1502.06348850036,1.0,13.0,0.0,20.0,0.0,0.0,17.0,11204
Townhouse,1450000.0,6,4,2800.0,New York,Kings County,Brooklyn,East 28th Street,40.6367665,-73.9497245,Church Ave,2625.978647385666,5.0,20.0,0.0,14.0,7.0,2.0,6.0,11210
Co-op,549995.0,3,1,2184.207862,Kings County,Brooklyn,Brooklyn Heights,57,40.6957468,-73.9970996,Nassau Street & Frankfort Street at Southeast Corner,1909.1453399958828,35.0,34.0,2.0,191.0,63.0,5.0,47.0,11201
Condo,995000.0,3,2,1175.0,New York County,New York,Manhattan,2545,40.817538,-73.94614,Lenox Avenue & 135th Street at Northwest Corner,568.2208787666726,1.0,62.0,3.0,44.0,14.0,2.0,26.0,10030
House,880000.0,2,2,1120.0,United States,New York,Kings County,Avenue P,40.6104879,-73.955347,Bay Parkway & 66 Street,2279.0247160419867,1.0,24.0,1.0,12.0,0.0,3.0,12.0,11235
House,775000.0,3,2,2184.207862,New York,Richmond County,Staten Island,Aviston Street,40.5572427,-74.1202564,Bay Parkway & 66 Street,13235.86089759104,2.0,0.0,0.0,8.0,0.0,0.0,3.0,10306
Condo,330000.0,3,2,1067.0,Bronx County,The Bronx,Woodstock,776A,40.8203804,-73.9109368,Southern Boulevard (exit only),1633.9603329983877,1.0,66.0,1.0,3.0,3.0,4.0,10.0,10451
Co-op,288000.0,1,1,800.0,Kings County,Brooklyn,Bath Beach,8853,40.6028929,-74.0093853,Bay Parkway & 66 Street,2569.2973129472553,1.0,5.0,0.0,14.0,0.0,0.0,10.0,11214
Co-op,2399000.0,2,2,2391.0,New York County,New York,Manhattan,249,40.7489369,-73.9948023,Moynihan Train Hall,190.29656426720655,10.0,32.0,8.0,400.0,198.0,44.0,61.0,10001
